data_dir,N_way,K_shot,inner_lr,outer_lr,n_steps,meta_steps,task_mb_size,lam,cg_steps,cg_damping,use_gpu,num_tasks,save_dir,lam_lr,lam_min,scalar_lam,taylor_approx,inner_alg,load_agent,load_tasks,train_pre,test_pre,train_post,test_post,train_acc,val_acc
/home/sss-linux1/project/leejun/imaml_dev/data/omniglot,5,1,0.1,0.001,16,500,32,2.0,5,1.0,True,5000,5_way_1_shot_exp1,0.0,0.0,True,False,gradient,,./task_defs/Omniglot_5_way_1_shot.pickle,2.2152474746108055,2.421652551740408,0.0014235526286938693,1.428661685436964,100.0,46.25
,,,,,,,,,,,,,,,,,,,,,2.5212478190660477,2.4785694219172,0.0015174657055467833,1.5769917801953852,100.0,44.375
,,,,,,,,,,,,,,,,,,,,,2.7778681367635727,2.8543234653770924,0.0015521645545959473,1.344846417196095,100.0,49.375
,,,,,,,,,,,,,,,,,,,,,3.0588472075760365,3.0798672698438168,0.0017318070167675614,1.4100954057648778,100.0,49.375
,,,,,,,,,,,,,,,,,,,,,3.5216562673449516,3.5165201276540756,0.001897701624329784,1.4750121030956507,100.0,46.25
,,,,,,,,,,,,,,,,,,,,,4.057760588824749,3.8619592785835266,0.002181011444918113,1.3560241907835007,100.0,57.5
,,,,,,,,,,,,,,,,,,,,,4.311551935970783,4.380201205611229,0.002193871150666382,1.5102404952049255,100.0,51.25
,,,,,,,,,,,,,,,,,,,,,4.908422641456127,5.06562290340662,0.0021005958260502666,1.489116931334138,100.0,48.75
,,,,,,,,,,,,,,,,,,,,,5.555859088897705,5.318817354738712,0.002221500875748461,1.2262655240483582,100.0,55.0
,,,,,,,,,,,,,,,,,,,,,6.116528734564781,6.185633167624474,0.002120023978932295,1.0933846915140748,100.0,59.375
,,,,,,,,,,,,,,,,,,,,,6.515752673149109,6.688309445977211,0.0021915495344728697,1.3997636465355754,100.0,48.125
,,,,,,,,,,,,,,,,,,,,,6.668083623051643,6.912455514073372,0.0025607436982681975,1.1433174144476652,100.0,58.75
,,,,,,,,,,,,,,,,,,,,,7.258846178650856,7.099648132920265,0.002614071956486441,1.0127390092238784,100.0,60.625
,,,,,,,,,,,,,,,,,,,,,7.3323023468256,7.196319505572319,0.002607348567835288,1.0196248930878937,100.0,61.875
,,,,,,,,,,,,,,,,,,,,,7.505702555179596,7.642171502113342,0.0025637686158006545,1.179737732745707,100.0,61.875
,,,,,,,,,,,,,,,,,,,,,7.808367475867271,7.70726078748703,0.0028218269362696446,1.0881549622863531,100.0,59.375
,,,,,,,,,,,,,,,,,,,,,7.614615216851234,7.717989012598991,0.0026176542014582083,0.9505558712407947,100.0,63.125
,,,,,,,,,,,,,,,,,,,,,7.433764308691025,7.6385375410318375,0.002750581508735195,1.08804951608181,100.0,60.625
,,,,,,,,,,,,,,,,,,,,,7.6836988478899,7.6968779265880585,0.0028493851350503974,0.8725940971635282,100.0,71.875
,,,,,,,,,,,,,,,,,,,,,7.453859552741051,7.392893612384796,0.0028987974183110055,1.107768153771758,100.0,53.75
,,,,,,,,,,,,,,,,,,,,,7.314488962292671,7.49691079556942,0.0028797239174309652,0.8758789673447609,100.0,67.5
,,,,,,,,,,,,,,,,,,,,,7.103069871664047,7.23491670191288,0.002854442584066419,1.0927597684785724,100.0,63.125
,,,,,,,,,,,,,,,,,,,,,7.034741207957268,6.987872362136841,0.003143960246234201,0.9263491407036781,100.0,63.75
,,,,,,,,,,,,,,,,,,,,,6.954469457268715,6.955546200275421,0.0030686289028380997,0.9745215680450201,100.0,64.375
,,,,,,,,,,,,,,,,,,,,,6.827134281396866,6.793883740901947,0.0031627237622160465,1.0109155867248774,100.0,61.25
,,,,,,,,,,,,,,,,,,,,,6.657011538743973,6.754103377461433,0.0030203133792383596,0.8756586341187358,100.0,68.75
,,,,,,,,,,,,,,,,,,,,,6.527686297893524,6.489612281322479,0.0033661276029306464,0.9346226155757904,100.0,70.625
,,,,,,,,,,,,,,,,,,,,,6.317764982581139,6.344376638531685,0.003087177887209691,0.883259772323072,100.0,67.5
,,,,,,,,,,,,,,,,,,,,,6.415238216519356,6.16941311955452,0.0033281385840382427,0.9052895912900567,100.0,63.75
,,,,,,,,,,,,,,,,,,,,,6.129334643483162,6.119979724287987,0.003310996304207947,0.8362165265716612,100.0,71.25
,,,,,,,,,,,,,,,,,,,,,6.097186550498009,6.159247651696205,0.003280076402006671,0.8930128128267825,100.0,67.5
,,,,,,,,,,,,,,,,,,,,,6.327915325760841,6.228382095694542,0.0036634534772019833,0.7760726157575846,100.0,70.0
,,,,,,,,,,,,,,,,,,,,,6.095536559820175,6.197615593671799,0.0034693241032073274,0.784338784404099,100.0,71.25
,,,,,,,,,,,,,,,,,,,,,6.060585990548134,6.159380599856377,0.0032989710234687664,0.9266789387911558,100.0,68.125
,,,,,,,,,,,,,,,,,,,,,6.380058914422989,6.290922716259956,0.0034801512883859687,0.8103825133293867,100.0,70.625
,,,,,,,,,,,,,,,,,,,,,6.3278635293245316,6.196152448654175,0.0036291301148594357,0.8073240695521235,100.0,71.25
,,,,,,,,,,,,,,,,,,,,,6.178844466805458,6.1599006205797195,0.003393068902369123,0.7044005356729031,100.0,73.75
,,,,,,,,,,,,,,,,,,,,,6.3191404193639755,6.30029883980751,0.0035594135842984542,0.837630002759397,100.0,65.0
